step,loss,lr,grad_norm
61,4.2337,0.0009887480815765272,0.8394
62,4.5555,0.0009881947102818036,0.9452
63,4.1947,0.0009876282186016328,0.6332
64,4.1761,0.0009870486217606557,1.0686
65,4.4509,0.0009864559353357188,0.7699
66,4.5787,0.0009858501752554548,0.8893
67,4.2344,0.0009852313577998553,0.7856
68,4.4058,0.0009845994995998331,0.7125
69,3.9042,0.0009839546176367746,1.1848
70,4.3472,0.000983296729242084,0.8402
71,4.4344,0.0009826258520967178,0.6646
72,4.3756,0.000981942004230709,0.7156
73,4.3863,0.0009812452040226826,0.7683
74,4.2859,0.0009805354701993623,0.8039
75,4.0646,0.0009798128218350662,0.682
76,3.8171,0.000979077278351195,0.6916
77,4.4564,0.0009783288595157098,0.9916
78,4.2585,0.000977567585442601,1.0247
79,4.134,0.0009767934765913468,0.8249
80,4.2367,0.000976006553766365,0.7513
81,4.1633,0.0009752068381164523,1.0848
82,4.2128,0.0009743943511342168,0.8983
83,4.1271,0.0009735691146555001,0.7549
84,4.4058,0.0009727311508587906,0.81
85,4.0385,0.0009718804822646274,0.8201
86,3.95,0.0009710171317349945,1.0034
87,4.2575,0.0009701411224727076,0.9043
88,3.9724,0.0009692524780207896,0.7638
89,4.3246,0.0009683512222618376,0.8254
90,4.7646,0.0009674373794173819,0.7453
91,4.0606,0.0009665109740472346,0.6673
92,4.0782,0.0009655720310488299,0.6458
93,4.241,0.0009646205756565539,0.7113
94,4.1206,0.0009636566334410682,0.763
95,4.3341,0.0009626802303086209,0.7102
96,4.5925,0.0009616913925003513,1.4143
97,4.2114,0.0009606901465915848,0.6305
98,4.1586,0.0009596765194911181,0.5659
99,4.2457,0.0009586505384404966,0.7468
100,4.5599,0.0009576122310132815,0.7232
101,4.0511,0.0009565616251143095,0.6708
102,4.3598,0.0009554987489789425,0.7942
103,3.9061,0.0009544236311723091,0.736
104,4.2247,0.0009533363005885363,0.7456
105,3.9708,0.0009522367864499735,0.9496
106,3.8837,0.0009511251183064067,0.6316
107,4.0598,0.000950001326034265,0.6228
108,4.0651,0.000948865439835817,0.8494
109,4.2078,0.0009477174902383592,0.7175
110,4.1514,0.0009465575080933958,0.6212
111,4.1475,0.0009453855245758098,0.7425
112,4.0986,0.0009442015711830245,0.6833
113,3.8356,0.0009430056797341575,0.5504
114,4.1072,0.0009417978823691651,0.6422
115,4.3196,0.0009405782115479793,0.7769
116,4.2444,0.0009393467000496344,0.6993
117,4.0519,0.0009381033809713873,0.6881
118,4.1175,0.0009368482877278264,0.7819
119,3.8189,0.0009355814540499751,0.6849
120,4.2418,0.000934302913984385,0.5844
121,4.3175,0.0009330127018922195,0.8129
122,4.2242,0.0009317108524483317,0.6551
123,4.0913,0.0009303974006403331,0.6608
124,4.0356,0.000929072381767651,0.5922
125,3.9174,0.0009277358314405819,0.6372
126,3.8938,0.0009263877855793339,0.5867
127,4.1332,0.0009250282804130608,0.7121
128,3.9841,0.0009236573524788887,0.86
129,3.8311,0.0009222750386209348,0.7733
130,4.368,0.0009208813759893158,0.7463
131,4.248,0.0009194764020391506,0.8474
132,4.199,0.0009180601545295535,0.8593
133,3.7945,0.0009166326715226189,0.6918
134,4.0669,0.0009151939913823988,0.631
135,4.4253,0.0009137441527738716,0.6153
136,4.1384,0.0009122831946619036,0.6077
137,4.0105,0.0009108111563102004,0.5631
138,4.1004,0.0009093280772802527,0.7537
139,3.6716,0.0009078339974302734,0.5439
140,3.8889,0.0009063289569141251,0.4855
141,4.374,0.0009048129961802425,0.8186
142,4.3224,0.0009032861559705442,0.732
143,4.1616,0.0009017484773193379,0.729
144,4.1832,0.0009002000015522181,1.0526
145,4.043,0.0008986407702849552,0.6089
146,4.1383,0.0008970708254223767,0.6536
147,4.1107,0.0008954902091572419,0.6113
148,4.0904,0.0008938989639691066,0.8053
149,4.1087,0.0008922971326231831,0.6648
150,4.201,0.000890684758169189,0.6005
151,3.9329,0.0008890618839401922,0.6248
152,3.9207,0.0008874285535514449,0.4894
153,3.8247,0.0008857848108992117,0.7763
154,4.1476,0.0008841307001595903,0.637
155,4.2283,0.0008824662657873239,0.7212
156,4.1104,0.0008807915525146065,0.5847
157,4.0096,0.0008791066053498806,0.6451
158,3.9205,0.0008774114695766286,0.8904
159,3.8643,0.0008757061907521536,0.7977
160,3.8178,0.0008739908147063576,0.5766
161,4.0319,0.0008722653875405077,0.5508
162,4.3477,0.0008705299556259985,0.7132
163,4.018,0.0008687845656031051,0.6112
164,4.1213,0.0008670292643797301,0.6373
165,4.0407,0.0008652640991301425,0.5846
166,4.1553,0.0008634891172937103,0.6719
167,4.3602,0.0008617043665736248,0.9683
168,4.256,0.0008599098949356201,0.6421
169,4.4044,0.000858105750606682,0.8947
170,3.8925,0.0008562919820737536,0.6119
171,4.148,0.0008544686380824308,0.765
172,3.5211,0.0008526357676356537,0.7003
173,3.8783,0.0008507934199923884,0.7072
174,3.9544,0.0008489416446663036,0.6991
175,4.1312,0.0008470804914244404,0.6319
176,4.3359,0.0008452100102858734,0.6863
177,4.2893,0.0008433302515203684,0.7428
178,4.2169,0.0008414412656470296,0.614
179,3.9547,0.0008395431034329431,0.9224
180,4.0364,0.0008376358158918113,0.5908
181,4.1609,0.0008357194542825834,0.7413
182,4.0849,0.0008337940701080768,0.6825
183,3.8334,0.0008318597151135929,0.7351
184,4.2544,0.0008299164412855267,0.6736
185,4.2606,0.00082796430084997,0.593
186,4.0433,0.0008260033462713073,0.578
187,3.8548,0.0008240336302508056,0.5743
188,4.3973,0.0008220552057251988,0.7723
189,4.0676,0.0008200681258652647,0.725
190,4.1114,0.0008180724440743956,0.6115
191,4.0175,0.0008160682139871633,0.5713
192,4.1629,0.000814055489467878,0.4955
193,4.3506,0.0008120343246091402,0.7903
194,3.9085,0.0008100047737303876,0.6582
195,4.1605,0.0008079668913764343,0.5447
196,3.8861,0.0008059207323160056,0.6389
197,4.0479,0.0008038663515402657,0.7603
198,4.1642,0.0008018038042613407,0.57
199,3.9154,0.0007997331459108331,0.64
200,3.9978,0.000797654432138333,0.685
201,4.2998,0.0007955677188099234,0.6861
202,4.1861,0.0007934730620066771,0.8057
203,3.8946,0.0007913705180231505,0.65
204,4.2086,0.0007892601433658704,0.7606
205,3.9615,0.0007871419947518152,0.638
206,4.0862,0.0007850161291068913,0.6481
207,3.8486,0.0007828826035644025,0.7137
208,3.8772,0.0007807414754635145,0.6954
209,4.0633,0.0007785928023477142,0.6549
210,4.4718,0.0007764366419632636,0.7197
211,4.0848,0.0007742730522576469,0.6366
212,3.8908,0.0007721020913780137,0.7279
213,3.9634,0.0007699238176696164,0.8187
214,3.7576,0.0007677382896742416,0.5358
215,3.9512,0.0007655455661286375,0.6205
216,3.73,0.0007633457059629349,0.5083
217,4.0129,0.0007611387682990635,0.6405
218,4.1883,0.0007589248124491626,1.2293
219,3.9472,0.0007567038979139882,0.6094
220,3.8664,0.0007544760843813121,0.8004
221,3.7159,0.0007522414317243199,0.8437
222,4.133,0.00075,0.7691
223,4.0495,0.0007477518494475308,0.6741
224,3.6147,0.0007454970404866611,0.5889
225,4.0104,0.0007432356337160866,0.664
226,3.9941,0.0007409676899118213,0.76
227,3.689,0.0007386932700255637,0.6809
228,4.0001,0.000736412435183059,0.7785
229,4.1517,0.0007341252466824571,0.8272
230,3.9599,0.0007318317659926637,0.6053
231,3.9466,0.0007295320547516893,0.6369
232,3.8091,0.0007272261747649921,0.6909
233,3.9485,0.0007249141880038179,0.5804
234,4.0455,0.0007225961566035335,0.807
235,4.4115,0.0007202721428619575,0.6531
236,3.8856,0.0007179422092376856,0.5693
237,3.7934,0.0007156064183484123,0.6135
238,4.2879,0.0007132648329692479,0.7159
239,4.0256,0.0007109175160310312,0.6455
240,3.7204,0.000708564530618639,0.6676
241,3.9127,0.0007062059399692897,0.6981
242,4.243,0.0007038418074708444,0.5641
243,3.7876,0.0007014721966601029,0.6517
244,3.8247,0.0006990971712210965,0.8559
245,3.8763,0.0006967167949833762,0.5718
246,3.9531,0.0006943311319202977,0.5827
247,3.9951,0.0006919402461473014,0.7422
248,4.0405,0.0006895442019201897,0.7072
249,3.9286,0.0006871430636334005,0.704
250,4.2672,0.0006847368958182757,0.7066
251,3.8557,0.0006823257631413276,0.5335
252,3.9521,0.0006799097304025004,0.6587
253,3.9034,0.0006774888625334294,0.694
254,3.8561,0.0006750632245956954,0.6249
255,3.5923,0.000672632881779076,0.6481
256,3.8676,0.0006701978993997941,0.6596
257,3.6808,0.0006677583428987625,0.5616
258,3.7625,0.0006653142778398247,0.518
259,3.9693,0.0006628657699079932,0.6169
260,4.0319,0.0006604128849076839,0.5767
261,4.0276,0.000657955688760948,0.7022
262,4.0327,0.0006554942475057004,0.651
263,4.008,0.0006530286272939437,0.5574
264,4.331,0.0006505588943899923,0.7982
265,3.6639,0.0006480851151686898,0.5594
266,4.3246,0.0006456073561136261,0.5527
267,3.8235,0.0006431256838153503,0.6372
268,4.1138,0.0006406401649695814,0.5169
269,3.7032,0.0006381508663754152,0.5458
270,4.0156,0.0006356578549335295,0.6828
271,3.6698,0.0006331611976443861,0.4823
272,3.7975,0.0006306609616064303,0.5697
273,4.1945,0.000628157214014287,0.6977
274,4.1819,0.0006256500221569556,0.712
275,4.2052,0.0006231394534160007,0.6111
276,3.9304,0.0006206255752637422,0.5347
277,3.7173,0.0006181084552614413,0.5782
278,4.1527,0.000615588161057485,0.684
279,3.7283,0.0006130647603855674,0.4852
280,4.0626,0.000610538321062871,0.5685
281,3.9119,0.0006080089109882418,0.5976
282,4.0458,0.0006054765981403665,0.8244
283,4.011,0.0006029414505759447,0.6102
284,3.474,0.0006004035364278593,0.6682
285,4.0245,0.0005978629239033465,0.713
286,3.9518,0.0005953196812821622,0.6111
287,3.7585,0.0005927738769147468,0.6976
288,3.8264,0.0005902255792203883,0.5043
289,3.7922,0.0005876748566853839,0.6517
290,3.5676,0.0005851217778611994,0.5998
291,3.9333,0.0005825664113626259,0.6876
292,4.0251,0.0005800088258659369,0.5945
293,4.2492,0.0005774490901070423,0.9285
294,4.0616,0.0005748872728796408,0.6501
295,4.0536,0.0005723234430333711,0.7031
296,3.8686,0.0005697576694719616,0.7721
297,3.9348,0.0005671900211513791,0.7438
298,4.0891,0.0005646205670779745,0.6268
299,4.1796,0.0005620493763066296,0.6749
300,3.82,0.0005594765179389002,0.5851
301,3.6942,0.0005569020611211588,0.6316
302,3.9492,0.0005543260750427374,0.6765
303,3.9468,0.0005517486289340668,0.5588
304,4.416,0.0005491697920648174,0.5715
305,3.7749,0.0005465896337420358,0.4982
306,3.7455,0.0005440082233082836,0.5111
307,4.1222,0.000541425630139773,0.8565
308,3.7165,0.0005388419236445031,0.6663
309,4.0848,0.0005362571732603934,0.5694
310,4.1986,0.0005336714484534182,0.5527
311,3.9299,0.0005310848187157403,0.646
312,3.923,0.0005284973535638424,0.5706
313,3.962,0.0005259091225366594,0.58
314,4.1391,0.0005233201951937088,0.7701
315,4.2568,0.0005207306411132227,0.6533
316,3.69,0.0005181405298902762,0.7446
317,4.0636,0.0005155499311349184,0.7637
318,4.0062,0.0005129589144703005,0.6753
319,4.0848,0.0005103675495308054,0.6812
320,3.6946,0.0005077759059601755,0.643
321,3.8702,0.0005051840534096424,0.6294
322,4.0038,0.0005025920615360532,0.62
323,3.933,0.0005,0.6422
324,3.8947,0.0004974079384639469,0.5703
325,3.6792,0.0004948159465903578,0.6215
326,4.0565,0.0004922240940398245,0.5458
327,3.8246,0.0004896324504691948,0.7917
328,4.0319,0.00048704108552969955,0.8136
329,3.9174,0.00048445006886508164,0.6751
330,3.8373,0.0004818594701097238,1.0029
331,4.3313,0.0004792693588867774,0.6218
332,4.0231,0.00047667980480629125,0.6878
333,3.9125,0.00047409087746334085,0.6103
334,4.196,0.00047150264643615775,0.553
335,3.4039,0.00046891518128425977,0.4799
336,3.7431,0.0004663285515465818,0.66
337,4.2299,0.0004637428267396068,0.6483
338,3.9072,0.00046115807635549694,0.6528
339,3.6673,0.0004585743698602268,0.5891
340,3.6627,0.0004559917766917164,0.6662
341,3.6714,0.00045341036625796424,0.6892
342,3.8875,0.0004508302079351827,0.587
343,4.0207,0.00044825137106593323,0.5204
344,3.9445,0.00044567392495726285,0.5998
345,4.0379,0.0004430979388788414,0.5994
346,4.0927,0.00044052348206110003,0.6145
347,3.7519,0.00043795062369337043,0.5705
348,3.8982,0.00043537943292202555,0.7737
349,3.5359,0.00043280997884862106,0.6349
350,3.819,0.00043024233052803865,0.6022
351,3.7512,0.0004276765569666291,0.642
352,3.7009,0.0004251127271203592,0.5973
353,3.6114,0.00042255090989295774,0.5976
354,4.1506,0.00041999117413406306,0.6566
355,3.6589,0.00041743358863737424,0.6969
356,3.9893,0.00041487822213880066,0.718
357,3.7273,0.0004123251433146162,0.7198
358,3.8849,0.0004097744207796118,0.5992
359,4.0584,0.0004072261230852535,0.6761
360,3.7314,0.00040468031871783796,0.5201
361,4.197,0.00040213707609665367,0.731
362,4.0185,0.00039959646357214085,0.7622
363,4.0251,0.0003970585494240554,0.6239
364,4.0299,0.0003945234018596335,0.6023
365,3.8438,0.00039199108901175815,0.6776
366,4.0143,0.00038946167893712924,0.8779
367,3.3825,0.0003869352396144326,0.5701
368,3.9497,0.0003844118389425153,0.6052
369,3.9328,0.00038189154473855877,0.6508
370,4.0163,0.0003793744247362579,0.6783
371,4.1344,0.0003768605465839994,0.6781
372,3.8433,0.0003743499778430446,0.6574
373,4.0453,0.000371842785985713,0.5319
374,3.8569,0.0003693390383935696,0.559
375,4.1088,0.0003668388023556139,0.6142
376,3.9133,0.00036434214506647053,0.6178
377,3.6074,0.00036184913362458495,0.5942
378,3.5377,0.00035935983503041863,0.614
379,3.9432,0.00035687431618464983,0.8375
380,3.732,0.00035439264388637405,0.5219
381,4.0662,0.0003519148848313104,0.6789
382,3.8245,0.0003494411056100078,0.6536
383,3.6188,0.0003469713727060563,0.5581
384,3.78,0.00034450575249429983,0.6655
385,4.2863,0.00034204431123905195,0.7313
386,3.9583,0.0003395871150923163,0.6004
387,3.2388,0.0003371342300920069,0.5879
388,3.8526,0.00033468572216017534,0.6294
389,3.9599,0.00033224165710123746,0.6183
390,3.7713,0.000329802100600206,0.6086
391,4.1374,0.00032736711822092406,0.6708
392,4.1801,0.0003249367754043048,0.85
393,4.1442,0.00032251113746657056,0.7324
394,4.4892,0.00032009026959749947,0.636
395,3.9793,0.0003176742368586725,0.6566
396,3.7738,0.00031526310418172426,0.7048
397,4.0872,0.0003128569363665995,0.5755
398,4.3397,0.00031045579807981025,0.5647
399,4.0268,0.0003080597538526988,0.7611
400,4.0851,0.0003056688680797024,0.6369
401,3.8396,0.0003032832050166239,0.6243
402,4.3082,0.0003009028287789036,0.7356
403,3.6712,0.00029852780333989725,0.6131
404,3.9396,0.0002961581925291557,0.8556
405,3.8995,0.0002937940600307102,0.5325
406,3.7139,0.00029143546938136113,0.5778
407,3.5435,0.0002890824839689689,0.559
408,3.8841,0.0002867351670307525,0.5754
409,3.9033,0.0002843935816515879,0.6347
410,3.7087,0.00028205779076231446,0.5666
411,4.0384,0.0002797278571380424,0.7398
412,3.7538,0.0002774038433964665,0.6689
413,3.7343,0.0002750858119961821,0.6595
414,3.9952,0.00027277382523500807,0.5815
415,4.139,0.00027046794524831087,0.6933
416,3.6089,0.00026816823400733624,0.9969
417,3.9678,0.000265874753317543,0.6558
418,3.3573,0.0002635875648169409,0.6033
419,3.6532,0.00026130672997443663,0.6735
420,3.9532,0.00025903231008817884,0.7924
421,3.745,0.00025676436628391356,0.5618
422,3.5716,0.00025450295951333894,0.6106
423,3.9372,0.0002522481505524694,0.7322
424,3.8398,0.0002500000000000001,0.5941
425,4.3115,0.00024775856827568014,0.6078
426,4.0433,0.0002455239156186878,0.7211
427,3.7401,0.00024329610208601176,0.6204
428,3.7318,0.0002410751875508373,0.9013
429,3.9758,0.00023886123170093642,0.5573
430,3.9824,0.00023665429403706506,0.6645
431,4.1166,0.00023445443387136244,0.8246
432,3.5483,0.00023226171032575854,0.5563
433,3.6956,0.00023007618233038374,0.6067
434,4.0071,0.00022789790862198645,0.6756
435,3.9075,0.0002257269477423532,0.6371
436,3.602,0.00022356335803673633,0.6012
437,4.0804,0.00022140719765228583,0.6596
438,3.8054,0.0002192585245364856,0.8503
439,3.7763,0.00021711739643559764,0.6272
440,3.8587,0.00021498387089310866,0.6097
441,3.9865,0.00021285800524818493,0.7072
442,3.671,0.0002107398566341298,0.5773
443,3.8054,0.00020862948197684954,0.8282
444,3.6186,0.00020652693799332283,0.5172
445,3.7767,0.00020443228119007667,0.5983
446,4.0159,0.00020234556786166697,0.6497
447,3.8328,0.000200266854089167,0.579
448,3.9141,0.00019819619573865931,0.6708
449,3.8991,0.00019613364845973413,0.5408
450,3.7683,0.00019407926768399454,0.5219
451,3.7354,0.00019203310862356577,0.5759
452,3.9085,0.00018999522626961252,0.5867
453,3.8208,0.00018796567539085978,0.7541
454,3.9683,0.00018594451053212225,0.5744
455,4.0528,0.0001839317860128369,0.5872
456,3.6172,0.00018192755592560462,0.6745
457,3.806,0.00017993187413473534,0.5568
458,4.1634,0.00017794479427480115,0.6437
459,4.2979,0.0001759663697491944,0.6044
460,4.2237,0.00017399665372869273,0.7422
461,3.8655,0.00017203569915003004,0.6669
462,3.6243,0.00017008355871447328,0.576
463,3.8266,0.00016814028488640727,0.6423
464,3.6755,0.00016620592989192317,0.7561
465,3.7063,0.00016428054571741656,0.626
466,3.6705,0.0001623641841081887,0.6118
467,3.51,0.00016045689656705715,0.6179
468,3.6815,0.0001585587343529704,0.6889
469,3.5871,0.0001566697484796316,0.5844
470,3.645,0.00015478998971412672,0.7123
471,4.0213,0.00015291950857555982,0.5923
472,3.9548,0.00015105835533369655,0.7319
473,3.6743,0.00014920658000761172,0.7194
474,3.397,0.0001473642323643465,0.6143
475,3.8262,0.00014553136191756933,0.6595
476,3.7802,0.00014370801792624655,0.7514
477,3.7659,0.00014189424939331798,0.6728
478,3.5358,0.00014009010506437996,0.6397
479,3.8116,0.00013829563342637513,0.6545
480,3.6833,0.00013651088270628974,0.7118
481,3.8648,0.00013473590086985753,0.734
482,4.0055,0.0001329707356202699,0.813
483,3.9467,0.00013121543439689498,0.7681
484,4.0726,0.00012947004437400162,0.6848
485,4.2191,0.00012773461245949247,0.7125
486,3.9831,0.00012600918529364252,0.7193
487,3.8031,0.0001242938092478465,0.7611
488,3.3283,0.0001225885304233716,0.7039
489,3.6746,0.00012089339465011945,0.8242
490,3.6385,0.00011920844748539373,0.6676
491,3.8238,0.00011753373421267621,0.6751
492,3.7354,0.00011586929984040973,0.6542
493,4.0922,0.00011421518910078821,0.6965
494,3.8041,0.0001125714464485551,0.6947
495,3.6941,0.0001109381160598077,0.6383
496,3.5242,0.00010931524183081098,0.584
497,3.6937,0.000107702867376817,0.7208
498,3.7575,0.00010610103603089344,0.7039
499,3.916,0.0001045097908427582,0.6082
500,3.8615,0.00010292917457762336,0.6446
501,3.7927,0.00010135922971504491,0.8294
502,3.8213,9.979999844778193e-05,0.6647
503,3.849,9.825152268066223e-05,0.8504
504,3.7374,9.671384402945587e-05,0.6548
505,3.8295,9.518700381975759e-05,0.7207
506,3.8158,9.367104308587493e-05,0.7388
507,3.8408,9.216600256972685e-05,0.6108
508,3.6344,9.06719227197474e-05,0.7765
509,3.6753,8.918884368979968e-05,0.6719
510,3.7633,8.771680533809634e-05,0.7435
511,3.4664,8.625584722612817e-05,0.6794
512,3.6336,8.480600861760124e-05,0.6094
513,3.9481,8.33673284773811e-05,0.7162
514,4.0298,8.193984547044659e-05,0.6632
515,4.0569,8.05235979608494e-05,0.8267
516,3.821,7.911862401068431e-05,0.63
517,3.7935,7.772496137906527e-05,0.79
518,3.8425,7.634264752111131e-05,0.7653
519,4.2144,7.497171958693927e-05,0.656
520,3.5422,7.361221442066619e-05,0.6092
521,3.7099,7.226416855941814e-05,0.6614
522,3.7873,7.092761823234911e-05,0.8686
523,3.9788,6.960259935966712e-05,0.68
524,3.7703,6.828914755166827e-05,0.6601
525,3.9817,6.698729810778065e-05,0.6567
526,3.7165,6.569708601561503e-05,0.6596
527,3.6574,6.441854595002478e-05,0.6294
528,3.6426,6.315171227217365e-05,0.6116
529,3.6518,6.189661902861288e-05,0.6032
530,4.0444,6.0653299950365615e-05,0.7414
531,3.9787,5.942178845202084e-05,0.6712
532,3.9154,5.820211763083494e-05,0.8258
533,4.1799,5.6994320265842556e-05,0.8897
534,3.8972,5.579842881697556e-05,0.6626
535,3.5143,5.461447542419018e-05,0.6622
536,3.6811,5.344249190660427e-05,0.5449
537,3.8483,5.228250976164095e-05,0.7655
538,3.6225,5.113456016418316e-05,0.706
539,3.7438,4.9998673965734985e-05,0.6304
540,3.8168,4.8874881693593386e-05,0.742
541,4.1677,4.776321355002661e-05,0.7553
542,3.8304,4.666369941146375e-05,1.0207
543,4.214,4.5576368827690894e-05,1.0015
544,3.8891,4.4501251021057455e-05,0.7185
545,3.6308,4.343837488569058e-05,0.9019
546,3.6504,4.238776898671859e-05,0.6992
547,3.6897,4.1349461559503474e-05,0.8534
548,3.901,4.0323480508881795e-05,0.7046
549,3.8705,3.930985340841525e-05,0.7079
550,3.7072,3.8308607499648764e-05,0.6483
551,3.8143,3.731976969137929e-05,0.6709
552,3.8909,3.634336655893189e-05,0.7245
553,3.8366,3.537942434344615e-05,0.67
554,3.9697,3.4427968951170284e-05,0.6591
555,3.6191,3.3489025952765426e-05,0.64
556,3.9703,3.2562620582618216e-05,0.6476
557,3.6329,3.164877773816249e-05,0.6284
558,3.9014,3.0747521979210434e-05,0.9081
559,3.8063,2.9858877527292216e-05,0.6341
560,4.0127,2.8982868265005458e-05,0.6361
561,3.8053,2.811951773537269e-05,0.6228
562,4.029,2.7268849141209418e-05,0.7097
563,4.0008,2.6430885344499945e-05,0.6978
564,3.9842,2.560564886578326e-05,0.6375
565,3.8623,2.4793161883547797e-05,0.7203
566,3.7978,2.399344623363503e-05,0.6978
567,3.9511,2.3206523408653202e-05,0.6757
568,3.6652,2.2432414557399085e-05,0.607
569,3.6852,2.1671140484290196e-05,0.6351
570,3.93,2.092272164880504e-05,0.6699
571,3.9274,2.018717816493393e-05,0.6752
572,3.6148,1.9464529800637733e-05,0.6856
573,3.6375,1.8754795977317384e-05,0.757
574,3.6705,1.805799576929107e-05,0.6635
575,3.6884,1.7374147903282178e-05,0.7261
576,3.9675,1.6703270757916e-05,0.6451
577,4.0313,1.6045382363225503e-05,0.6592
578,3.7755,1.540050040016694e-05,0.6615
579,3.5839,1.4768642200144622e-05,0.6669
580,3.9895,1.4149824744545237e-05,0.7415
581,3.9005,1.3544064664281263e-05,0.7
582,4.0561,1.2951378239344336e-05,0.6834
583,3.7399,1.237178139836731e-05,0.7314
584,4.0729,1.1805289718196499e-05,0.6877
585,3.9915,1.1251918423472896e-05,0.6775
586,3.8364,1.0711682386222943e-05,0.6704
587,3.7521,1.018459612545919e-05,0.6634
588,3.8864,9.670673806789543e-06,0.676
589,3.9361,9.169929242036967e-06,0.6998
590,3.9477,8.682375888868165e-06,0.664
591,3.5309,8.208026850431982e-06,0.6244
592,4.0452,7.746894875007016e-06,0.5638
593,3.6032,7.29899235565934e-06,0.5899
594,3.6205,6.864331329909101e-06,0.6774
595,3.6019,6.442923479407336e-06,0.7819
596,3.466,6.034780129621664e-06,0.6116
597,3.5394,5.6399122495321974e-06,0.6071
598,3.9363,5.258330451336723e-06,0.7041
599,4.0808,4.890044990165265e-06,0.7192
600,3.9903,4.535065763804802e-06,0.7193
601,3.7722,4.193402312432926e-06,0.7314
602,4.2212,3.865063818361769e-06,0.7339
603,3.5214,3.550059105790926e-06,0.6884
604,3.6743,3.248396640570583e-06,0.7001
605,3.9745,2.9600845299737054e-06,0.6041
606,3.5406,2.6851305224785405e-06,0.6716
607,3.6861,2.423542007559787e-06,0.7592
608,3.6149,2.1753260154906974e-06,0.6477
609,4.0059,1.940489217153618e-06,0.7821
610,3.6088,1.7190379238609666e-06,0.7704
611,4.0105,1.5109780871853662e-06,0.6171
612,3.6811,1.3163152988000527e-06,0.6826
613,3.8922,1.1350547903282715e-06,0.6707
614,3.4736,9.672014332028356e-07,0.6715
615,3.6998,8.127597385352292e-07,0.6737
616,4.0284,6.71733856994261e-07,0.738
617,3.8913,5.441275786945976e-07,0.631
618,3.7333,4.2994433309478944e-07,0.6119
619,3.5541,3.291871889053444e-07,0.6963
620,3.8083,2.418588540059607e-07,0.689
621,3.4505,1.67961675372974e-07,0.6478
622,3.8508,1.0749763901607424e-07,0.6102
623,3.616,6.04683699252373e-08,0.6704
624,3.7338,2.6875132026760173e-08,0.6044
625,3.8908,6.718828149343548e-09,0.6463
